4.26837E+17,1/24/14 22:01,0,0,Twitter for iPhone,@NancyPelosi TYPO! Not #ACA it's #UACA Un Affordable Care Act that YOU OPTED OUT!! HYPOCRITE!!,0,affordable care act
4.26837E+17,1/24/14 22:01,0,0,Twitter for Android,RT @billpostmus: #BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via,0,affordable care act
4.26837E+17,1/24/14 22:01,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 22:00,0,0,Twitter for iPhone,RT @karebair1: You can call me the Affordable Care Act.... #Obamacare #tcot http://t.co/je6LTW434r,0,affordable care act
4.26837E+17,1/24/14 22:00,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 22:00,0,0,Twitter for Android,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 22:00,0,0,Twitter for Android,RT @sleuth123: #BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via @,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,web,RT @billpostmus: #BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,Twitter for Android,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,Twitter for Android,#BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements a via @POLITICO for Android,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,HootSuite,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 21:59,34.938272,-78.8138395,Twitter for Android,"SCOTUS ruled
The Obama administration cannot enforce the Affordable Care Act's contraception coverage requirements against a Catholic nuns'",0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,iOS,#BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via @POLITICO for iOS,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,Twitter for iPhone,RT @billpostmus: #BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via,0,affordable care act
4.26837E+17,1/24/14 21:59,0,0,Mobile Web (M5),RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26837E+17,1/24/14 21:58,0,0,web,RT @billpostmus: #BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via,0,affordable care act
4.26836E+17,1/24/14 21:58,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:58,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:58,0,0,Twitter for iPhone,RT @billpostmus: #BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via,0,affordable care act
